751	Furion (courte distance)
752	Soulseeker (courte distance)
753	Abhuva (courte distance)
754	Raa (courte distance)
755	Oforia (courte distance)
756	Toktokkie (courte distance)
757	Crustalino (courte distance)
758	Taranida (courte distance)
759	Tamahakan (courte distance)
760	Takin (courte distance)
761	Cri Primal (courte distance)
762	Alizea (longue distance)
763	Dragon de Glace (longue distance)
764	Butkadah (longue distance)
765	Médusa (longue distance)
766	Draco (longue distance)
767	Dragon Squelettique (longue distance)
768	Veuve Noire (longue distance)
769	Likirus (longue distance)
770	Furion (longue distance)
771	Soulseeker (longue distance)
772	Abhuva (longue distance)
773	Raa (longue distance)
774	Oforia (longue distance)
775	Toktokkie (longue distance)
776	Crustalino (longue distance)
777	Taranida (longue distance)
778	Tamahakan (longue distance)
779	Takin (longue distance)
780	Cri Primal (longue distance)
781	Alizea (soins)
782	Dragon de Glace (soins)
783	Butkadah (soins)
784	Médusa (soins)
785	Draco (soins)
786	Dragon Squelettique (soins)
787	Veuve Noire (soins)
788	Likirus (soins)
789	Furion (soins)
790	Soulseeker (soins)
791	Abhuva (soins)
792	Raa (soins)
793	Oforia (soins)
794	Toktokkie (soins)
795	Crustalino (soins)
796	Taranida (soins)
797	Tamahakan (soins)
798	Takin (soins)
799	Cri Primal (soins)
801	Numéro 1
802	Numéro 10
803	Numéro 20
804	Numéro 30
805	Numéro 40
806	Numéro 50
807	Numéro 60
808	Numéro 70
809	Numéro 80
810	Numéro 90
811	Numéro 100
812	Numéro 110
813	Numéro 120
814	Numéro 130
815	Numéro 140
816	Numéro 150
817	Numéro 160
818	Numéro 170
819	Numéro 180
820	Numéro 190
821	??? ????
851	Totem d'Effroi Niv. 1
852	Totem d'Effroi Niv. 10
853	Totem d'Effroi Niv. 20
854	Totem d'Effroi Niv. 30
855	Totem d'Effroi Niv. 40
856	Totem d'Effroi Niv. 50
857	Totem d'Effroi Niv. 60
858	Totem d'Effroi Niv. 70
859	Totem d'Effroi Niv. 80
860	Totem d'Effroi Niv. 90
861	Totem d'Effroi Niv. 100
862	Totem d'Effroi Niv. 110
863	Totem d'Effroi Niv. 120
864	Totem d'Effroi Niv. 130
865	Totem d'Effroi Niv. 140
866	Totem d'Effroi Niv. 150
867	Totem d'Effroi Niv. 160
868	Totem d'Effroi Niv. 170
869	Totem d'Effroi Niv. 180
870	Totem d'Effroi Niv. 190
871	Mephisto (courte distance)
872	Mephisto (longue distance)
873	Mephisto (soins)
874	Mephisto (tank)
875	Mephisto (magique)
876	Lilith (courte distance)
877	Lilith (longue distance)
878	Lilith (soins)
879	Lilith (tank)
880	Lilith (magique)
881	Esprit Démentiel (courte distance)
882	Esprit Démentiel (longue distance)
883	Esprit Démentiel (soins)
884	Esprit Démentiel (tank)
885	Esprit Démentiel (magique)
919	Elite : Dévoreur de Fer
920	Elite : Organisme Epineux
921	Elite : Travailleur de Marduka Brun
922	Elite : Ouvrier de Marduka Orange
923	Elite : Craken Horrifié
924	Elite : Ancien Décrépi
925	Elite : Chantevent Infernale
926	Elite : Travailleur de Marduka Tacheté
927	Elite : Ouvrier de Marduka  Tranchant
928	Elite : Craken Immonde
929	Elite : Ancien Assoiffé
930	Elite : Piranha Volant Doré
931	Elite : Rampant Amphibien
932	Elite : Ouvrier de Marduka Gris
933	Elite : Homme-Reptile Affamé
934	Elite : Salamandre Vicieuse
935	Elite : Devin Félidé Aquatique
936	Elite : Prédateur Sanglant
937	Elite : Ouvrier de Marduka Tacheté
938	Elite : Homme-Reptile Sanglant
939	Elite : Salamandre Destructrice
940	Elite : Ent Desséché
941	Elite : Soldat Marduka
942	Elite : Brute Marduka
943	Elite : Abomination Sinistre
944	Elite : Ent Assoiffé
945	Elite : Devin Félidé Gris
946	Elite : Soldat Marduka
947	Elite : Brute Marduka
948	Elite : Abomination Tranchante
949	Elite : Ent Affaibli
950	Elite : Chef de Marduka
951	Chantevent Test Monster
952	Génie Mystique Enflammé
953	Génie Mystique de Lumière
954	Génie Mystique Elémentaire
955	Génie Mystique de l'Ombre
956	Al-Ibkha, le Génie Tempête
1002	Coquelet
1003	Fulmar
1004	Jeune Fauve
1801	Numéro 1
1901	Totem d'Effroi Niv. 1
2002	Coquelet Agile
2003	Fulmar Lumineux
2004	Fauve
3003	Coquelet Vigoureux
3004	Fulmar Immaculé
3005	Gros Fauve
3006	Tortue de Pierre
4002	Tortue de Pierre
5004	Tortue de Pierre Protectrice
5005	Fulmar Explosif
5041	AutoPiège
5043	AutoPiège
5044	AutoPiège
5046	AutoPiège
5049	AutoPiège
6003	Tortue de Pierre Assoiffée
6004	Fulmar Prime
6005	Fauve à Longue Queue
7004	Chef de Meute Fauve
7005	Tortue de Pierre Sale
7006	Coq
7007	Louveteau Sauvage
8002	Coq Agile
9002	Coq Vigoureux
9003	Tortue de Pierre Blessée
10003	Anatema des Montagnes
10005	Tortue de Pierre Combattante
10006	Pattes Velues
10041	AutoPiège
10043	AutoPiège
10044	AutoPiège
10046	AutoPiège
10049	AutoPiège
10100	?? ?? ??
10101	Nanani aux Epines Glacées
10102	Chaman Marduka des Neiges
10103	Ecoperi Grossier
10104	??? ??? ????
10105	?? ?? ??
10106	Nanani aux Epines Glacées
10107	Chaman Marduka des Neiges
10108	Ecoperi Grossier
10109	??? ??? ????
10110	?? ?? ??
10111	Nanani aux Epines Glacées
10112	Chaman Marduka des Neiges
10113	Ecoperi Grossier
10114	??? ??? ????
10115	?? ?? ??
10116	Nanani aux Epines Glacées
10117	Chaman Marduka des Neiges
10118	Ecoperi Grossier
10119	??? ??? ????
10120	?? ?? ??
10121	Nanani aux Epines Glacées
10122	Chaman Marduka des Neiges
10123	Ecoperi Grossier
10124	??? ??? ????
10200	?? ?? ??
10201	Nanani aux Epines Glacées
10202	Chaman Marduka des Neiges
10203	Ecoperi Grossier
10204	??? ??? ????
10205	?? ?? ??
10206	Nanani aux Epines Glacées
10207	Chaman Marduka des Neiges
10208	Ecoperi Grossier
10209	??? ??? ????
10210	?? ?? ??
10211	Nanani aux Epines Glacées
10212	Chaman Marduka des Neiges
10213	Ecoperi Grossier
10214	??? ??? ????
10215	?? ?? ??
10216	Nanani aux Epines Glacées
10217	Chaman Marduka des Neiges
10218	Ecoperi Grossier
10219	??? ??? ????
10220	?? ?? ??
10221	Nanani aux Epines Glacées
10222	Chaman Marduka des Neiges
10223	Ecoperi Grossier
10224	??? ??? ????
10300	?? ?? ??
10301	Nanani aux Epines Glacées
10302	Chaman Marduka des Neiges
10303	Ecoperi Grossier
10304	??? ??? ????
10305	?? ?? ??
10306	Nanani aux Epines Glacées
10307	Chaman Marduka des Neiges
10308	Ecoperi Grossier
10309	??? ??? ????
10310	?? ?? ??
10311	Nanani aux Epines Glacées
10312	Chaman Marduka des Neiges
10313	Ecoperi Grossier
10314	??? ??? ????
10315	?? ?? ??
10316	Nanani aux Epines Glacées
10317	Chaman Marduka des Neiges
10318	Ecoperi Grossier
10319	??? ??? ????
10320	?? ?? ??
10321	Nanani aux Epines Glacées
10322	Chaman Marduka des Neiges
10323	Ecoperi Grossier
10324	??? ??? ????
10801	Numéro 10
10901	Totem d'Effroi Niv. 10
11004	Tortue Ginko
11005	Chef des Pattes Velues
11006	Kenta Junior
11007	Louveteau Affamé
12006	Tortue Ginko de l'Aube
12007	Pattes Velues Enragé
13001	Rat-Gobelin Grossier
13002	Rat-Gobelin Lancier
13003	Volaille Azure
13006	Tortue Ginko du Crépuscule
13007	Kenta Junior Adulte
13008	Grand Coq
13009	Orc Junior Grossier
13010	Sombre Faucheur
13011	Rat Gobelin Maudit
13012	Sombre Faucheur
14001	Petite Boule de Poils
14002	Rat-Gobelin Frénétique
14003	Rat-Gobelin Longue Lance
14004	Kenta Junior Vaillant
14005	Piranha
14006	Volaille Azure Affamée
14007	Sombre Tueur
14008	Matelot Zombifié
14009	Matelot Maudit
14010	Matelot Abyssal
15001	Minuscule Boule de Poils
15002	Petit Sagittaire
15004	Rat-Gobelin Ecraseur
15005	Rat-Gobelin Bagarreur
15006	Volaille Azure Agile
15007	Petit Gallus
15008	Piranha Agile
15009	Chef des Piranhas
15010	Grand Coq Balèze
15011	Viridyos, le Kenta Déchu
15012	Bébé Craken
15013	Prisonnier Zombifié
15014	Prisonnier Maudit
15015	Prisonnier Abyssal
15016	Nepenthes
15017	Cactus
15018	Sarracénie
15041	AutoPiège
15043	AutoPiège
15044	AutoPiège
15046	AutoPiège
15049	AutoPiège
16001	Boule de Poils Petit Pied
16002	Sagittaire
16003	Squelettique Grossier
16004	Squelettique Sombre
16005	Volaille Azure Véloce
16006	Gallus Agile
16007	Evêque Zombifié
16008	Squelette Maudit
16009	Evêque Maudit
17001	Boule de Poils Affamée
17002	Sagittaire Lancier
17004	Squelettique
17006	Rat-Gobelin Guerrier
17007	Volaille Azure Robuste
17008	Volaille Azure Pugnace
17009	Gallus à Patte Courte
17010	Grand Prêtre Julius Ormu
17011	Templier Zombifié
17012	Templier Maudit
17013	Evêque Abyssal
18001	Orc Junior Paresseux
18002	Sagittaire Longue Lance
18003	Squelettique Momifié
18004	Volaille Azure Agressive
18005	Volaille Azure Féroce
18006	Gallus Féroce
18007	Tortue de Pierre Robuste
19001	Boule de Poils Craintive
19002	Sagittaire Berserker
19003	Rat-Gobelin Puant
19004	Rat-Gobelin Vengeur
19005	Volaille Azure Puissante
19006	Siffleur Bleu
19007	Gallus Costaud
19008	Tortue de Pierre Furieuse
20001	Boule de Poils Vicieuse
20002	Sagittaire Tyran
20003	Rat-Gobelin Malpropre
20004	Rat-Gobelin Berserker
20005	Prisonnier à l'Âme Damnée
20006	Tortue de Pierre Solitaire
20007	Gallus Stratus
20008	Gallus de Pierre
20009	Tortue de Pierre Brutale
20041	AutoPiège
20043	AutoPiège
20044	AutoPiège
20046	AutoPiège
20049	AutoPiège
20801	Numéro 20
20901	Totem d'Effroi Niv. 20
21001	Orc Junior Agile
21002	Rat-Gobelin Malsain
21003	Squelettique Corrompu
21004	Prisonnier Ame Maudite
21005	Tortue de Pierre Carnivore
21006	Gallus à Serres Pointues
21007	Volaille de Brume Epaisse
21008	Veilleur Coréanus
22001	Boule de Poils Agile
22002	Kenta Solitaire
22003	Squelettique Ressuscité
22004	Rat-Gobelin Tyran
22005	Prisonnier à l'Âme Ruinée
22006	Tortue de Pierre Puissante
22007	Gallus Becqueteur
22008	Volaille Sauvage Carnivore
22009	Garde Coréanus
23001	Orc Junior Féroce
23002	Kenta Sauvage
23004	Squelettique Égaré
23005	Squelettique de la Haine
23006	Berserker Osseux
23007	Jeune Panthère Agile
23008	Volaille Sauvage Féroce
23009	Petit Zosterops
23010	Soldat Coréanus
24001	Boule de Poils Emmêlés
24002	Boule de Poils Féroce
24003	Orc Junior Foreur
24004	Squelettique Furieux
24005	Squelettique Maudit
24006	Squelettique Vengeur
24007	Soldat Osseux
24008	Cadavre Enflammé Hurleur
24009	Féroce Panthère Junior
24010	Zosterops Junior
24011	Guerrier Coréanus
25001	Kenta à Longue Queue
25002	Kenta Féroce
25003	Jeune Démone du Vent
25004	Squelettique Sanguinaire
25005	Féroce Squelettique
25006	Gardien Osseux
25007	Tyran Osseux
25008	Cadavre Enflammé Corrompu
25009	Gallus à Bec Pointu
25010	Petite Panthère Junior
25011	Gallus Buick
25012	Zosterops à Longue Queue
25013	Berserker Coréanus
25014	Petit Lorikit
25041	AutoPiège
25043	AutoPiège
25044	AutoPiège
25046	AutoPiège
25049	AutoPiège
26001	Boule de Poils Avale-Feu
26002	Orc Junior Marteau-Cornu
26003	Jeune Démone de la Terre
26004	Prisonnier Maudit
26005	Squelettique Berserker
26006	Bagarreur d'Os
26007	Cadavre Enflammé Maudit
26008	Gallus à Plumes Blanches
26009	Grand Gallus
26010	Pic à Bec Doré
26011	Zosterops des Marais
26012	Champion Coréanus
26013	Crocs-Sanglants
26014	Lorikit à Bec Pointu
26015	Gardien de Ruine Errant
27001	Boule de Poils Violente
27002	Orc Junior Tyran
27003	Jeune Démone du Feu
27004	Squelettique Coupe-gorge
27005	Effroyable Squelettique
27006	Guerrier Osseux
27007	Sombre Faucon Obtu
27008	Tortue Terrestre Dodue
27009	Tortue Terrestre Flâneuse
27010	Tortue de Pierre Résistante
27011	Tortue de Pierre Sauvage
27012	Zosterops
27013	Grand Lorikit
27014	Gardien de Relique Muet
28001	Boule de Poils
28002	Jeune Démone des Enfers
28003	Orc Grossier
28004	Sanglier-Orc Combattant
28005	Prisonnier Torturé
28006	Constricteur d'Anatema
28007	Constricteur du Maintien
28008	Vengeur Osseux
28009	Paradis Perdu
28010	Sombre Faucon Gardien
28011	Tortue Terrestre Rapide
28012	Tortue Terrestre Repue
28013	Tortue de Pierre Vivace
28014	Tortue de Pierre Violente
28015	Lynx Errant
28016	Grossière Tortue
28017	Gardien de Ruine Chaotique
29001	Kenta aux Sabots Fourchus
29002	Masque Absurde
29003	Petit Angelot
29004	Orc
29005	Sanglier-Orc Bagarreur
29006	Constricteur des Ténèbres
29007	Constricteur Effroyable
29008	Prisonnier à l'Âme Brutale
29009	Garde Gobelin
29010	Sombre Faucon Ranger
29011	Tortue Terrestre Endormie
29012	Tortue Terrestre Terne
29013	Tortue de Pierre Frénétique
29014	Lynx Affamé
29015	Tortue Junior
29016	Garde de Relique du Vent
29017	Gardien de Ruine Silencieux
29018	Lynx Adulte Solitaire
30001	Angelot
30002	Garde Sanglias
30003	Despote Sanglier-Orc
30004	Orc Leader
30005	Furieux Squelettique
30006	Constricteur de l'Enfer
30007	Amorphis
30009	Prisonnier à l'Âme Corrompue
30010	Gobelin Ranger
30011	Gobelin Corrompu
30012	Tortue Terrestre Amère
30013	Petite Tortue Terrestre
30014	Tortue de Pierre Broyeuse
30015	Lynx Rôdeur
30016	Zosterops Buick
30017	Tortue Destructrice
30018	Gardien de Ruine Banal
30019	Gardien de Relique du Chaos
30020	Bleuselet à Petit Bec
30021	Gardien de Relique Berserker
30041	AutoPiège
30043	AutoPiège
30044	AutoPiège
30046	AutoPiège
30049	AutoPiège
30801	Numéro 30
30901	Totem d'Effroi Niv. 30
31001	Guerrier Sanglias
31002	Petite Sorcière Ailée
31003	Leader des Orcs Rangers
31004	Petite Fée Bleue
31005	Constricteur Spasmatique
31006	Grossier Sanglantos
31007	Gobelin Bagarreur
31008	Gobelin Pourfendeur
31009	Tortue Terrestre Errante
31010	Lynx Agile
31012	Grand Zosterops
31013	Ranger Lames Tranchantes
31014	Gardien de Ruine Lascif
31015	Gardien de Ruine Furieux
31016	Bleuselet à Petit Bec
31017	Grenouille Brune Gluante
32001	Grand Sanglias
32002	Petite Messagère
32003	Féroce Sorcière Ailée
32004	Sanglier-Orc au Nez Retroussé
32005	Fée Bleue
32006	Squelettique Destructeur
32007	Sanglantos
32008	Gobelin Guerrier
32009	Gobelin Vengeur
32010	Gobelin Pourfendeur
32011	Revenant Corrompu
32012	Tortue Terrestre Acerbe
32013	Cicatrice de Fer
32014	Lynx Agressif
32015	Garde Scrotha
32016	Guerrier Lames Tranchantes
32017	Agile Grenouille de Vase
32027	Pinceur à Petite Ailes
32028	Volaille Plumes de Feu
32029	Petit Bleuselet
32030	Petite Grenouille Brune
32031	Plumage Verdoyant
32032	Grenouille Brune Gluante
32033	Craken en Croissance
33001	Messagère
33002	Agile Sorcière Ailée
33003	Sanglier-orc à Epines
33004	Petit Cristal Bleu
33005	Squelettique Agile
33006	Sanglantos Guerrier
33007	Anatema Sadique
33008	Gobelin Berserker
33009	Collectionneur d'Os Féroce
33010	Revenant Maudit
33011	Lynx Vorace
33012	Tafari Voleteuse Enragée
33013	Scrotha Bagarreur
33014	Petite Grenouille de Vase
33015	Gardien de Relique Furieux
33016	Petite Bleuselet
33017	Petite Grenouille Brune
33018	Plumage Verdoyant
33019	Gardien de Relique Vengeur
33020	Grenouille Toxique Agile
33023	Pinceur Agile
33024	Tortuzilla
34001	Yéti Brutal
34002	Sanglier-orc à Crinière
34003	Cristal Bleu
34004	Ecailleux Grossier
34005	Effrayant Ruineur Bizarre
34006	Gobelin Tyran
34007	Collecteur d'Os Malsain
34008	Mort-Vivant Constricteur
34009	Lynx à Longues Griffes
34010	Tafari Voleteuse en Furie
34011	Guerrier Scrotha
34012	Garde du Perceur Sanglant
34013	Berserker Lames Tranchantes
34014	Féroce Grenouille de Vase
34015	Gardien de Relique Féroce
34016	Lynx Adulte Affamé
34017	Petite Grenouille Toxique
34018	Becqueteuse Plumes de Feu
34019	Moineau au Plumage Bleu
34020	Gardien de Relique en Furie
34021	Enorme Grenouille Brune
35001	Messagère Hurleuse
35002	Grossier Orc Berserker
35003	Sanglier-Orc à Sabots de Fer
35004	Empreinte Sanglante
35005	Cristal Bleu Féroce
35006	Fée Bleu Agile
35007	Yéti Exalté
35008	Ecailleux
35009	Sang Bouillant Berserker
35010	Assassin Sadique
35011	Collecteur d'Os Berserker
35012	Petit Rahna Agile
35013	Petit Sombros
35014	Lynx aux Griffes Acérées
35015	Guerrier Squelette Sadique
35016	Scrotha Berserker
35017	Scrotha de Valmore Velu
35018	Tortue de Pierre Carnassière
35019	Lames Tranchantes Sadique
35020	Hideuse Grenouille de Vase
35027	Piranha du Désert
35028	Petit Rahna Chasseur
35029	Plumes de Feu
35030	Gardien de Relique Bagarreur
35031	Moineau au Plumage Bleu
35032	Gardien de Relique Oublié
35033	Enorme Grenouille Toxique
35034	Chercheur Eimus
35035	Craken Evolué
35041	AutoPiège
35043	AutoPiège
35044	AutoPiège
35046	AutoPiège
35049	AutoPiège
36001	Yéti Hirsute
36002	Orc Berserker
36003	Cristal Bleu Furieux
36004	Féroce Fée Bleue
36005	Yéti Déchaîné
36006	Homme d'Ecailles Collant
36007	Sanglantos Tyran
36008	Meurtrier Sadique
36009	Cadavre Enflammé Torturé
36011	Petit Rahna Féroce
36012	Homme-Faucon Félon
36013	Sombros Agile
36014	Lynx Adulte Menaçant
36015	Grande Voleteuse
36016	Aepyornis
36017	Scrotha Destructeur
36018	Scrotha Amer de Valmore
36019	Tortue de Pierre Lascive
36020	Petite Bec du Désert
36021	Grande Plumes de Feu
36022	Tyran Lames Tranchantes
36023	Marshnausea Junior
36024	Agile Grenouille Brune
36025	Coq Violet
36026	Gardien de Relique Taurus
36027	Eimus Agressif
37001	Messagère d'Anatema
37002	Ailes Brisées
37003	Orc Berserker Agile
37004	Ecaille-Ambulante Sauvage
37005	Yéti Forcené
37006	Ecailleux Humide
37007	Egorgeur Sadique
37008	Cadavre Enflammé Infernal
37009	Petit Rahna Furieux
37010	Anthias
37011	Homme-Faucon Désaxé
37012	Sombros Féroce
37013	Collecteur d'Ame
37014	Lynx Adulte Carnassier
37015	Squelette Constricteur
37016	Piranha du Désert Argenté
37017	Piranha du Désert Affamé
37018	Gros Bec du Désert
37019	Pelice à Petite Barbe
37020	Tyran Scrotha
37021	Sanglias de Valmore
37022	Sabots Ecrasants
37023	Tortyus Paresseux
37024	Perceur Sanglant
37025	Vilain Petit Diable
37026	Gardien de Relique Guerrier
37027	Coq Violet
37028	Féroce Grenouille Toxique
37029	Chef Marcula
38001	Féroce Orc Berserker
38002	Ange aux Ailes Rugueuses
38003	Ecaille-Ambulante Abjecte
38004	Sabots Farouches Berserk
38005	Ecailleux Féroce
38006	Sombre Faucon Ecraseur
38007	Prisonnier à l'Âme Hurlante
38008	Homme-Faucon Destructeur
38009	Sombros Berserker
38010	Lynx Adulte Féroce
38011	Guerrier Squelette Furieux
38012	Pelice Maigrichon
38013	Garde Valtan
38014	Petit Dodo
38019	Piranha du Désert Agile
38020	Grande Volaille Junior
38021	Piranha du Désert Cruel
38022	Long Bec du Désert
38023	Serasalmus Junior
38024	Pourfendeur des Marais
38025	Gardien de Relique Agressif
38026	Tafari Azur Junior
39001	Sabots Farouches Puissants
39002	Ange Hurleur
39003	Ecaille-Ambulante Affreuse
39004	Sabots Farouches Tyran
39005	Sabots Forcenés
39006	Sanglier-orc Eclaireur
39007	Ecailleux Agile
39008	Sombre Faucon Vengeur
39009	Prisonnier Souffrant
39010	Homme-Faucon Tyran
39011	Sombros Furieux
39012	Grossière Voleteuse
39013	Pelice à Longues Molaires
39014	Valtan Bagarreur
39015	Scrotha Agile de Valmore
39016	Dodo Junior
39019	Piranha du Désert Féroce
39020	Grande Volaille
39021	Bec Crochu du Désert
39022	Œil-Broyeur Junior
39023	Serasalmus Bagarreur
39024	Petit Diable Trouble-fête
39025	Heget
39026	Grenouille de Vase Berserker
40001	Sabots Sauvages
40002	Ange Hurlant
40003	Ecaille-Ambulante Galeuse
40004	Ecaille-Ambulante Hargneuse
40005	Sanglier-orc Guerrier
40006	Aris Agile
40007	Homme-Lézard Violent
40008	Berserker Ecailleux
40009	Chuckwalla
40010	Homme-Faucon
40011	Gobelin Vengeur
40012	Prisonnier Corrompu
40013	Lames-Jumelles Rouillées
40014	Petite hurleuse aveugle
40015	Sombros Effrayant
40016	Grande Démone
40017	Piranha du Désert Ecaillé
